id,name,location_tag
https://openalex.org/A5024049568,Fatima Boumahdi,unknown
https://openalex.org/A5086576809,Mohamed Amine Chéragui,unknown
https://openalex.org/A5085833879,Mohamed Lichouri,unknown
https://openalex.org/A5015557242,Chérif Larbès,unknown
https://openalex.org/A5057372051,Abdelmalek Kouadri,unknown
https://openalex.org/A5080144684,Omar Sami Oubbati,unknown
https://openalex.org/A5055308914,Abdelmalik Ouamane,unknown
https://openalex.org/A5074447861,Hadj Ahmed Bouarara,unknown
https://openalex.org/A5020099100,Halima Bahi,unknown
https://openalex.org/A5106222808,Zaïa Alimazighi,unknown
https://openalex.org/A5108141689,Mohamed Tadjine,unknown
https://openalex.org/A5059062747,Mohamed Faouzi Harkat,unknown
https://openalex.org/A5002854059,Houria Triki,unknown
https://openalex.org/A5069135652,Noureddine Doumi,unknown
https://openalex.org/A5038562202,Nadjib Badache,unknown
https://openalex.org/A5025167796,Adel Oubelaid,unknown
https://openalex.org/A5000111276,Saı̈d Abbas,unknown
https://openalex.org/A5082266809,Abdelkrim Meziane,unknown
https://openalex.org/A5086986583,Mohamed Amine Boudia,unknown
https://openalex.org/A5026535512,Mohamed Ridda Laouar,unknown
https://openalex.org/A5029774217,Leila Falek,unknown
https://openalex.org/A5046463612,Abdeldjalil Ouahabi,unknown
https://openalex.org/A5010892464,Mohamed Chemachema,unknown
https://openalex.org/A5045179061,Amar Debbouche,unknown
https://openalex.org/A5106031164,Hamid Séridi,unknown
https://openalex.org/A5056077142,Kamel Srairi,unknown
https://openalex.org/A5111869297,Achour Betka,unknown
https://openalex.org/A5048053471,Fateh Mebarek‐Oudina,unknown
https://openalex.org/A5014148326,Amrane Houacine,unknown
https://openalex.org/A5066272920,Amina–Aicha Khennaoui,unknown
https://openalex.org/A5055080645,Karima Meftouh,unknown
https://openalex.org/A5015883703,Soraya Sedkaoui,unknown
https://openalex.org/A5082460351,Abdelaziz Rabehi,unknown
https://openalex.org/A5018360551,Akram Bennour,unknown
https://openalex.org/A5087306694,Amine Rahmani,unknown
https://openalex.org/A5023933905,Mourad Amad,unknown
https://openalex.org/A5046969653,Hadda Cherroun,unknown
https://openalex.org/A5010532815,Mohammed Achite,unknown
https://openalex.org/A5090157446,Mawloud Omar,unknown
https://openalex.org/A5012686882,Fatima Zohra Laallam,unknown
https://openalex.org/A5048857332,Salim Bitam,unknown
https://openalex.org/A5002121147,Kheireddine Abainia,unknown
https://openalex.org/A5079522690,Ahlem Drif,unknown
https://openalex.org/A5006781798,Mounir Hemam,unknown
https://openalex.org/A5079157864,Imene Bensalem,unknown
https://openalex.org/A5003823682,Djamila Hamdadou,unknown
https://openalex.org/A5058988344,Leila Benarous,unknown
https://openalex.org/A5072138705,Slimane Merouani,unknown
https://openalex.org/A5055829058,Abdelghani Harrag,unknown
https://openalex.org/A5090221516,Amar Hadj Arab,unknown
https://openalex.org/A5042949736,Rachid Mansouri,unknown
https://openalex.org/A5010175348,Abdelouahed Tounsi,unknown
https://openalex.org/A5075337649,Nadjet Kamel,unknown
https://openalex.org/A5031862480,Hammoudi Abderazek,unknown
https://openalex.org/A5071869967,Leïla Hayet Mouss,unknown
https://openalex.org/A5057479607,Salima Harrat,unknown
https://openalex.org/A5077569210,Mourad Nouioua,unknown
https://openalex.org/A5076152895,Ramdane Maamri,unknown
https://openalex.org/A5029502151,Ahmed Cherif Mazari,unknown
https://openalex.org/A5020390140,Abdeljalil Gattal,unknown
https://openalex.org/A5078021027,Djamel Ghernaout,unknown
https://openalex.org/A5008190438,Lamia Berkani,unknown
https://openalex.org/A5055260640,Farida Bouarab‐Dahmani,unknown
https://openalex.org/A5048405710,Mohamed Khireddine Kholladi,unknown
https://openalex.org/A5001877199,Saber Benharzallah,unknown
https://openalex.org/A5044021030,Khaled Lounnas,unknown
https://openalex.org/A5049814728,Abderrazak Sebaa,unknown
https://openalex.org/A5083800207,Salim Labiod,unknown
https://openalex.org/A5008004245,Yazid Tikhamarine,unknown
https://openalex.org/A5084014354,Abdelfatah Charef,unknown
https://openalex.org/A5073992054,Bilal Taghezouit,unknown
https://openalex.org/A5111523299,Mohamed Tarek Khadir,unknown
https://openalex.org/A5056845525,Nadir Boutasseta,unknown
https://openalex.org/A5016950095,Nabil Zerrouki,unknown
https://openalex.org/A5013140133,Yacine Benguerba,unknown
https://openalex.org/A5031909800,Abdellah Kouzou,unknown
https://openalex.org/A5005025214,Yasmine Harbi,unknown
https://openalex.org/A5045292950,Mohammed Abdelfetah Ghriga,unknown
https://openalex.org/A5051229554,Hocine Ouaer,unknown
https://openalex.org/A5006883497,Abdelkader Laouid,unknown
https://openalex.org/A5027485520,Benamar Kadri,unknown
https://openalex.org/A5077031055,Abdelkader Belkhir,unknown
https://openalex.org/A5036148374,Selma Khouri,unknown
https://openalex.org/A5073086303,Sadik Bessou,unknown
https://openalex.org/A5052031811,Mhania Guerti,unknown
https://openalex.org/A5038478629,Karima Benatchba,unknown
https://openalex.org/A5049935664,Mouloud Denaï,unknown
https://openalex.org/A5025252443,Sabir Messalti,unknown
https://openalex.org/A5075599238,Samir Ladaci,unknown
https://openalex.org/A5019331150,Amer Draa,unknown
https://openalex.org/A5046226112,El Madjid Berkouk,unknown
https://openalex.org/A5104013629,Noureddine Settou,unknown
https://openalex.org/A5041095526,Mohamed Meddi,unknown
https://openalex.org/A5030823020,Asma Belhadi,unknown
https://openalex.org/A5012570691,Kada Bouchouicha,unknown
https://openalex.org/A5104187076,Hassina Seridi,unknown
https://openalex.org/A5085819404,Belkacem Mahdad,unknown
https://openalex.org/A5075522951,Mohamed Sahraoui,unknown
https://openalex.org/A5053509459,Abdelkrim Boukabou,unknown
https://openalex.org/A5071850143,Djallel Eddine Boubiche,unknown
https://openalex.org/A5022152198,Taha Zerrouki,unknown
https://openalex.org/A5039051309,Imed Bouchrika,unknown
https://openalex.org/A5082362296,Abdallah Meraoumia,unknown
https://openalex.org/A5021328229,Mohamed Touahria,unknown
https://openalex.org/A5043466376,Rachid Boudour,unknown
https://openalex.org/A5020489079,Salah Hanini,unknown
https://openalex.org/A5046314899,Dalila Boughaci,unknown
https://openalex.org/A5036260493,Karim Bouamrane,unknown
https://openalex.org/A5025494269,Issam Bendib,unknown
https://openalex.org/A5011583998,Adel Alti,unknown
https://openalex.org/A5013971232,Nora Taleb,unknown
https://openalex.org/A5011216397,Sihem Slatnia,unknown
https://openalex.org/A5029349017,Mohamed Hafidi,unknown
https://openalex.org/A5004343056,Nasreddine Lagraa,unknown
https://openalex.org/A5038339099,Djamil Aı̈ssani,unknown
https://openalex.org/A5063809037,Messaouda Fareh,unknown
https://openalex.org/A5060927107,Meriem Djezzar,unknown
https://openalex.org/A5079458548,Zair Bouzidi,unknown
https://openalex.org/A5112608251,Aaron Courville,unknown
https://openalex.org/A5086483064,Othmane Friha,unknown
https://openalex.org/A5034540351,Amir Benzaoui,unknown
https://openalex.org/A5103157931,R. Ibtiouen,unknown
https://openalex.org/A5065534050,Houssem R. E. H. Bouchekara,unknown
https://openalex.org/A5065800564,Mourad Haddadi,unknown
https://openalex.org/A5035078864,Mohammed Lamine Kherfi,unknown
https://openalex.org/A5036874351,H. Salhi,unknown
https://openalex.org/A5018335274,Nabil Neggaz,unknown
https://openalex.org/A5064952645,Saïd Djennoune,unknown
https://openalex.org/A5059211905,Mohamed Boudour,unknown
https://openalex.org/A5016476518,Nabila Labraoui,unknown
https://openalex.org/A5071074098,Amine Khaldi,unknown
https://openalex.org/A5006349780,Salima Ouadfel,unknown
https://openalex.org/A5058761946,Idir Belaidi,unknown
https://openalex.org/A5110292157,K. Benmahammed,unknown
https://openalex.org/A5087330894,F. Bereksi‐Reguig,unknown
https://openalex.org/A5058157475,Hamouda Boutaghane,unknown
https://openalex.org/A5072827769,Youcef Brik,unknown
https://openalex.org/A5085083106,M. Teguar,unknown
https://openalex.org/A5037070255,Djaafar Zouache,unknown
https://openalex.org/A5075305664,Nesma Settouti,unknown
https://openalex.org/A5077905852,Ahmed Bouraiou,unknown
https://openalex.org/A5037110257,Mustapha Réda Senouci,unknown
https://openalex.org/A5063123858,Abdelhamid Djeffal,unknown
https://openalex.org/A5043070131,Riheb Hadji,unknown
https://openalex.org/A5111515175,Malika Boudraa,unknown
https://openalex.org/A5079236622,A. Aboubou,unknown
https://openalex.org/A5057081296,Chirihane Gherbi,unknown
https://openalex.org/A5023765427,Seydali Ferahtia,unknown
https://openalex.org/A5112487583,Noureddine Zeraibi,unknown
https://openalex.org/A5044226348,F. Djeffal,unknown
https://openalex.org/A5071351787,Salah Boulaaras,unknown
https://openalex.org/A5039636088,Abdellatif Rahmoun,unknown
https://openalex.org/A5086841364,Hichem Rahab,unknown
https://openalex.org/A5007627975,Asma Saighi,unknown
https://openalex.org/A5047029722,Hafida Bouarfa,unknown
https://openalex.org/A5089769879,Abdelmalek Boudries,unknown
https://openalex.org/A5031615413,Fouzia Benchikha,unknown
https://openalex.org/A5028317399,Rachid Chalal,unknown
https://openalex.org/A5101749244,Hamid Azzoune,unknown
https://openalex.org/A5049252422,Attia Nehar,unknown
https://openalex.org/A5073882220,Kamel Kara,unknown
https://openalex.org/A5017113211,Abdelhamid Bounemeur,unknown
https://openalex.org/A5026439575,Yassine Meraihi,unknown
https://openalex.org/A5072169633,Kacem Gairaa,unknown
https://openalex.org/A5080832103,Doudja Souag-Gamane,unknown
https://openalex.org/A5067011495,Ahmed Ahmim,unknown
https://openalex.org/A5033443105,Abdelaziz Kheloui,unknown
https://openalex.org/A5082065520,Saïd Drid,unknown
https://openalex.org/A5113874774,Nait Amar Menad,unknown
https://openalex.org/A5063215270,Yue Dong,unknown
https://openalex.org/A5023649619,Sofiane Bououden,unknown
https://openalex.org/A5091433563,Labib Sadek Terrissa,unknown
https://openalex.org/A5049287048,Sabrina Abdeddaim,unknown
https://openalex.org/A5078497025,Mohammed Feham,unknown
https://openalex.org/A5033556269,Abdelhak Boubetra,unknown
https://openalex.org/A5008618110,Abdelhamid Benakcha,unknown
https://openalex.org/A5066580028,Abdelouahab Attıa,unknown
https://openalex.org/A5049717279,Tarek Lemaoui,unknown
https://openalex.org/A5049498271,Ammar Chouchane,unknown
https://openalex.org/A5022237748,Bilel Zeroualı,unknown
https://openalex.org/A5036283689,Ahmed Hafaifa,unknown
https://openalex.org/A5075562017,Ali Belhocine,unknown
https://openalex.org/A5033244749,Brahami Menaouer,unknown
https://openalex.org/A5086073765,Salim Chitroub,unknown
https://openalex.org/A5012987955,Faiz Maazouzi,unknown
https://openalex.org/A5088219626,Amar Balla,unknown
https://openalex.org/A5069107071,Samir Bourekkache,unknown
https://openalex.org/A5100837225,Aïcha Mokhtari,unknown
https://openalex.org/A5087453147,M’hamed Mataoui,unknown
https://openalex.org/A5071470693,Mohamed Seghir Hadj Ameur,unknown
https://openalex.org/A5003397920,Abdelaziz Lakhfif,unknown
https://openalex.org/A5057188614,Toufik Ziar,unknown
https://openalex.org/A5034364859,Ahmed Belaadi,unknown
https://openalex.org/A5036568214,Zakaria Elberrichi,unknown
https://openalex.org/A5081019870,Bilal Saoud,unknown
https://openalex.org/A5110387783,Hassina Seridi-Bouchelaghem,unknown
https://openalex.org/A5001584330,Hakim Bendjenna,unknown
https://openalex.org/A5058996875,Hayet Farida Merouani,unknown
https://openalex.org/A5052637111,Djamel Tandjaoui,unknown
https://openalex.org/A5067446889,Amar Djéradi,unknown
https://openalex.org/A5082446440,Rachida Djeradi,unknown
https://openalex.org/A5015352291,Salim Belhadi,unknown
https://openalex.org/A5059934999,Mohammed Said Souıd,unknown
https://openalex.org/A5089203688,Mahnane Lamia,unknown
https://openalex.org/A5037509084,Abdelmadjid Benmachiche,unknown
https://openalex.org/A5060801076,Hakima Mellah,unknown
https://openalex.org/A5090432216,Fahima Nader,unknown
https://openalex.org/A5058997422,Amina Madani,unknown
https://openalex.org/A5070218325,Farek Lazhar,unknown
https://openalex.org/A5035070527,Rahma Djiroun,unknown
https://openalex.org/A5002432967,Djalila Boughareb,unknown
https://openalex.org/A5003458315,Ahmed Lehireche,unknown
https://openalex.org/A5014756095,Hocine Teffahi,unknown
https://openalex.org/A5048785125,Aissa Amrouche,unknown
https://openalex.org/A5074258381,Hocine Belmili,unknown
https://openalex.org/A5053574980,Abdelhafid Zeroual,unknown
https://openalex.org/A5066104845,Abdelfetah Hentout,unknown
https://openalex.org/A5023871114,Saïd Rechak,unknown
https://openalex.org/A5030538802,Asma Benmessaoud Gabis,unknown
https://openalex.org/A5018394787,Ali Cheknane,unknown
https://openalex.org/A5084368465,Fatima Benbouzid-Si Tayeb,unknown
https://openalex.org/A5060692667,Mohamed Ghrici,unknown
https://openalex.org/A5080484799,Salah Eddine Bekhouche,unknown
https://openalex.org/A5058195317,Fares Kahlessenane,unknown
https://openalex.org/A5019939157,Salah Euschi,unknown
https://openalex.org/A5028773415,Sabrina Aouaouda,unknown
https://openalex.org/A5029783735,Mohamed Redouane Kafi,unknown
https://openalex.org/A5044876884,Samir Zeghlache,unknown
https://openalex.org/A5085425992,Ali Djerioui,unknown
https://openalex.org/A5113715165,Redha Benzid,unknown
https://openalex.org/A5086775025,Nacira Ghoualmi‐Zine,unknown
https://openalex.org/A5044480291,Nasreddine Taleb,unknown
https://openalex.org/A5048353781,Ammar Neçaïbia,unknown
https://openalex.org/A5000241588,Toufik Bouden,unknown
https://openalex.org/A5018527587,Soufiane Bentout,unknown
https://openalex.org/A5051059267,Hamouma Moumen,unknown
https://openalex.org/A5048114949,Brahim Cherki,unknown
https://openalex.org/A5040811098,Mirco Ravanelli,unknown
https://openalex.org/A5087572406,Fouzi Harrou,unknown
https://openalex.org/A5035730211,Mohamed Benbouzid,unknown
https://openalex.org/A5090118631,Ying Sun,unknown
https://openalex.org/A5009358077,Okba Kazar,unknown
https://openalex.org/A5057217204,Mohamed Abd Elaziz,unknown
https://openalex.org/A5045715820,Habiba Drias,unknown
https://openalex.org/A5029043022,Λέανδρος Μαγλαράς,unknown
https://openalex.org/A5075190563,Özgür Kişi,unknown
https://openalex.org/A5039474002,Imran Siddiqi,unknown
https://openalex.org/A5034196986,Ahmad Taher Azar,unknown
https://openalex.org/A5035128702,Saad Harous,unknown
https://openalex.org/A5055199720,Giuseppe Grassi,unknown
https://openalex.org/A5037331113,Yassine Himeur,unknown
https://openalex.org/A5067624332,Mohammed A. A. Al‐qaness,unknown
https://openalex.org/A5006507514,Ladjel Bellatreche,unknown
https://openalex.org/A5013750149,Mohammed Chadli,unknown
https://openalex.org/A5026478633,Maâmar Bettayeb,unknown
https://openalex.org/A5090778317,Kamel Smaı̈li,unknown
https://openalex.org/A5088214859,Abdelmalik Taleb‐Ahmed,unknown
https://openalex.org/A5033169668,Saad Mekhilef,unknown
https://openalex.org/A5081909889,Abdelouahid Derhab,unknown
https://openalex.org/A5045071979,Sherif S. M. Ghoneim,unknown
https://openalex.org/A5059536160,Alessandro Pavan,unknown
https://openalex.org/A5057697626,Youcef Djenouri,unknown
https://openalex.org/A5059139666,Mourad Abbas,unknown
https://openalex.org/A5013928164,Abdenour Hadid,unknown
https://openalex.org/A5027283721,Samir Khatir,unknown
https://openalex.org/A5038668071,Magd Abdel Wahab,unknown
https://openalex.org/A5091807952,Abdolhossein Hemmati‐Sarapardeh,unknown
https://openalex.org/A5015408396,Mohit Bajaj,unknown
https://openalex.org/A5031007388,Djelloul Bouchiha,unknown
https://openalex.org/A5090441509,Abderrahmane Lakas,unknown
https://openalex.org/A5045421775,Abdelhamid Mellouk,unknown
https://openalex.org/A5039829612,Tahar Kechadi,unknown
https://openalex.org/A5080801111,Omar Boussaïd,unknown
https://openalex.org/A5059823880,Ahmed Elbeltagi,unknown
https://openalex.org/A5072885718,Noureddine Zerhouni,unknown
https://openalex.org/A5038787953,Seddik Bacha,unknown
https://openalex.org/A5078874097,Mohamed Becherif,unknown
https://openalex.org/A5071486132,Sidi‐Mohammed Senouci,unknown
https://openalex.org/A5079720434,Ahcène Bounceur,unknown
https://openalex.org/A5048872144,Yassine Drias,unknown
https://openalex.org/A5058467315,Abdessamed Réda Ghomari,unknown
https://openalex.org/A5091500375,Seyedali Mirjalili,unknown
https://openalex.org/A5014705355,Anurag Malik,unknown
https://openalex.org/A5055849526,Sid‐Ahmed Selouani,unknown
https://openalex.org/A5070829177,Nadhir Al‐Ansari,unknown
https://openalex.org/A5021389231,Farid Melgani,unknown
https://openalex.org/A5078519359,Ahmed A. Ewees,unknown
https://openalex.org/A5020141143,Habib Benbouhenni,unknown
https://openalex.org/A5053506086,Shahram Rezapour,unknown
https://openalex.org/A5009998510,Tarak Benkedjouh,unknown
https://openalex.org/A5070456393,Azzeddine Bakdi,unknown
https://openalex.org/A5044752255,Abdeltif Amrane,unknown
https://openalex.org/A5068812101,Mourad Oussalah,unknown
https://openalex.org/A5051474705,Allel Hadjali,unknown
https://openalex.org/A5017104799,Abdelhalim Hafedh Dahou,unknown
https://openalex.org/A5042805664,Abbes Amira,unknown
https://openalex.org/A5003801496,Najib Essounbouli,unknown
https://openalex.org/A5081042741,Fadi Dornaika,unknown
https://openalex.org/A5062054104,Ado Adamou Abba Ari,unknown
https://openalex.org/A5030824332,Abdelghani Bouziane,unknown
https://openalex.org/A5036146217,Salim A. Messaoudi,unknown
https://openalex.org/A5079152917,Farid Meziane,unknown
https://openalex.org/A5066242048,Carlos T. Calafate,unknown
https://openalex.org/A5052384287,Nacer Eddine Zarour,unknown
https://openalex.org/A5053947754,Paolo Rosso,unknown
https://openalex.org/A5043935498,Mohammad Zounemat‐Kermani,unknown
https://openalex.org/A5051386391,Sundarapandian Vaıdyanathan,unknown
https://openalex.org/A5000640263,Jerry Chun‐Wei Lin,unknown
https://openalex.org/A5049119459,Samir Bendoukha,unknown
https://openalex.org/A5106468368,Abdelmalik Taleb‐Ahmed,unknown
https://openalex.org/A5058905109,Inas M. AlNashef,unknown
https://openalex.org/A5031823995,İlhami Çolak,unknown
https://openalex.org/A5108139013,El‐Sayed M. El‐kenawy,unknown
https://openalex.org/A5048670346,Ashkan Jahanbani Ghahfarokhi,unknown
https://openalex.org/A5044446577,Farouk Zouari,unknown
https://openalex.org/A5086816810,Hegazy Rezk,unknown
https://openalex.org/A5002889826,Azeddine Houari,unknown
https://openalex.org/A5077231313,Jian Tang,unknown
https://openalex.org/A5078232638,Sina Etemad,unknown
https://openalex.org/A5052372263,Brahim Lejdel,unknown
https://openalex.org/A5109920301,Pierre‐Jean Charrel,unknown
https://openalex.org/A5037953109,Zaher Mundher Yaseen‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,unknown
https://openalex.org/A5003414781,Amar Ramdane-Chérif,unknown
https://openalex.org/A5090855504,Hamid Reza Karimi,unknown
https://openalex.org/A5071730584,Alhassan Mabrouk,unknown
https://openalex.org/A5043479229,Majdi Mansouri,unknown
https://openalex.org/A5023383799,Ahmed M. Helmi,unknown
https://openalex.org/A5056705041,Zahid Akhtar,unknown
https://openalex.org/A5022862584,Qin Zhou,unknown
https://openalex.org/A5020005824,Anjan Biswas,unknown
https://openalex.org/A5017608892,Somaya Al-Máadeed,unknown
https://openalex.org/A5108123139,Rana Muhammad Adnan,unknown
https://openalex.org/A5084074039,Mohammed Atiquzzaman,unknown
https://openalex.org/A5057176691,Ali Rıza Yıldız,unknown
https://openalex.org/A5071517100,Meysam Alizamir,unknown
https://openalex.org/A5011112442,Youcef Belkhier,unknown
https://openalex.org/A5038682039,Philippe Fournier‐Viger,unknown
https://openalex.org/A5081414719,Wathiq Mansoor,unknown
https://openalex.org/A5018185241,Zaid Odibat,unknown
https://openalex.org/A5068268080,Mohamed El Amine Ben Seghier,unknown
https://openalex.org/A5080120676,Shaher Momani,unknown
https://openalex.org/A5084088234,Mahiéddine Djoudi,unknown
https://openalex.org/A5082471864,Al‐Sakib Khan Pathan,unknown
https://openalex.org/A5013681068,Demba Diallo,unknown
https://openalex.org/A5078143992,M. Farza,unknown
https://openalex.org/A5025959985,Mouldi Bedda,unknown
https://openalex.org/A5004596965,Alban Kuriqi,unknown
https://openalex.org/A5088796666,Damien Trentesaux,unknown
https://openalex.org/A5071383873,Pascal Lorenz,unknown
https://openalex.org/A5083849701,Celso Augusto Guimarães Santos,unknown
https://openalex.org/A5064607546,Ahmad S. Darwish,unknown
https://openalex.org/A5031696569,Farid Nouioua,unknown
https://openalex.org/A5003417758,Shadi Atalla,unknown
https://openalex.org/A5014958087,Ubaid M. Al‐Saggaf,unknown
https://openalex.org/A5103641724,Abdellatif Ennaji,unknown
https://openalex.org/A5108085596,Abdelmadjid Bouabdallah,unknown
https://openalex.org/A5015410834,Mohamed Cheriet,unknown
https://openalex.org/A5112274422,M. Y. Ayad,unknown
https://openalex.org/A5013799481,Didier Schwab,unknown
https://openalex.org/A5048280041,Karim Abed‐Meraim,unknown
https://openalex.org/A5002075376,Miloud Bagaa,unknown
https://openalex.org/A5091763734,Abderrezak Rachedi,unknown
https://openalex.org/A5088884307,Abdelghani Chibani,unknown
https://openalex.org/A5110190476,Stuart H. Rubin,unknown
https://openalex.org/A5045468192,Iqbal M. Batiha,unknown
https://openalex.org/A5064214996,Dominique Beaini,unknown
https://openalex.org/A5010651448,N. Bouarissa,unknown
https://openalex.org/A5084412445,Souham Meshoul,unknown
https://openalex.org/A5018844842,Mohammed Al-Sarem,unknown
https://openalex.org/A5045704925,Samir Ouchani,unknown
https://openalex.org/A5103870992,Omar Boussaïd,unknown
https://openalex.org/A5009984886,Nassim Dennouni,unknown
https://openalex.org/A5033485939,Djelloul Ziadi,unknown
https://openalex.org/A5118874170,Ahmed Noui,unknown
https://openalex.org/A5029814958,Binh Thai Pham,unknown
https://openalex.org/A5028386277,Thierry‐Marie Guerra,unknown
https://openalex.org/A5111385859,M. M’Saad,unknown
https://openalex.org/A5044989257,Abdelghani Bekrar,unknown
https://openalex.org/A5003808971,Zeina Al Masry,unknown
https://openalex.org/A5023403556,Laith Abualigah,unknown
https://openalex.org/A5025512804,Hazem Nounou,unknown
https://openalex.org/A5038126464,Abdelhak Mourad Gueroui,unknown
https://openalex.org/A5016823513,Mohamed Machmoum,unknown
https://openalex.org/A5067706086,Mohamed Djemaï,unknown
https://openalex.org/A5033623398,Ahmed Bouridane,unknown
https://openalex.org/A5059307073,A. Derdour,unknown
https://openalex.org/A5072225338,Asier Ibeas,unknown
https://openalex.org/A5054980541,Nassim Rizoug,unknown
https://openalex.org/A5044453604,Yacine Amirat,unknown
https://openalex.org/A5074534697,Nehal Elshaboury,unknown
https://openalex.org/A5035009771,A. Tounzi,unknown
https://openalex.org/A5025108500,Elhocine Boutellaa,unknown
https://openalex.org/A5047866496,AbdulMalik S. Al‐Salman,unknown
https://openalex.org/A5054713356,Ibraheem Shayea,unknown
https://openalex.org/A5061965262,Lynda Mokdad,unknown
https://openalex.org/A5011551284,Mostefa Bourchak,unknown
https://openalex.org/A5077093273,Djamal Benslimane,unknown
https://openalex.org/A5111943854,Slimane Hammoudi,unknown
https://openalex.org/A5100779407,Zhiyi Li,unknown
https://openalex.org/A5052841916,Ali Parviz,unknown
https://openalex.org/A5076444645,Jama Hussein Mohamud,unknown
https://openalex.org/A5069121941,Abdennour Boulesnane,unknown
https://openalex.org/A5074730004,Didier Raoult,unknown
https://openalex.org/A5061281389,Philippe Parola,unknown
https://openalex.org/A5066189034,Saâdi Boudjit,unknown
https://openalex.org/A5073170321,Khaled Mohamed Khedher,unknown
https://openalex.org/A5038855458,Abu Reza Md. Towfiqul Islam,unknown
https://openalex.org/A5088638819,M. A. Abido,unknown
https://openalex.org/A5086430193,Saïd Mahmoudi,unknown
https://openalex.org/A5056436780,Essam H. Houssein,unknown
https://openalex.org/A5081409903,Sofiane Kichou,unknown
https://openalex.org/A5074558033,Juan J. Nieto,unknown
https://openalex.org/A5056444635,Mohamed Nounou,unknown
https://openalex.org/A5091727866,Saad Motahhir,unknown
https://openalex.org/A5100620829,Muhammed A. Hassan,unknown
